"file","Ftrgt","Btrigger","HCR","TACconstr","BB","OM","Blim","catch_long","catch_short","catch_medium","risk1_full","risk1_long","risk1_short","risk1_medium","risk3_long","risk3_short","risk3_medium","iav_long","iav_short","iav_medium","catch_median_long","catch_median_short","catch_median_medium","conv_failed","F_maxed","ssb_median_long","ssb_median_short","ssb_median_medium","recovery_proportion","recovery_time","iavTAC_long","iavTAC_short","iavTAC_medium","fbar_median_long","fbar_median_short","fbar_median_medium","slope_long","slope_medium","slope_short"
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-140000_TACconstr-TRUE_BB-TRUE.rds",0.27,140000,"B",TRUE,TRUE,"Baseline",94000,59999.78011,46625.50426,56291.07204,0.06935,0.0555,0.0988,0.0676,0.066,0.157,0.081,0.39788447,0.347536112,0.400348975,50337.15,44493.9,47581.85,0,1,195059.9229,153551.728,180458.6789,1,1,0.261827991,0.274254836,0.284479864,0.266410147,0.253269465,0.259211782,0.2956,0.3188,0.362
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds",0.27,150000,"B",TRUE,TRUE,"Baseline",94000,59883.06248,46222.58596,56240.54384,0.06585,0.0518,0.0964,0.0634,0.062,0.153,0.075,0.395765912,0.349942652,0.400049954,50204.75,44329.1,47408.25,0,1,196737.9503,154609.004,181285.3197,0.999,1,0.266357216,0.285845054,0.287257182,0.263062465,0.248524012,0.255352779,0.3416,0.3658,0.4232
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds",0.27,160000,"B",FALSE,FALSE,"Baseline",94000,59726.5064,44624.1718,58209.5206,0.05935,0.0458,0.0898,0.056,0.051,0.161,0.061,0.269032317,0.203423315,0.285250452,51391,40912,50320.5,0,0,198432.6777,155072.0497,184863.4333,0.999,1,0.268474221,0.289500108,0.282879849,0.263273687,0.244526079,0.266387869,0.3831,0.4216,0.4768
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.27,160000,"B",TRUE,TRUE,"Baseline",94000,59756.29775,45767.62412,56152.15926,0.06155,0.0473,0.0934,0.0582,0.055,0.149,0.071,0.393363132,0.348476803,0.400054595,50057,43718.75,47244.25,0,1,198498.9394,155230.4667,183639.8476,1,1,0.27196163,0.297418297,0.289809851,0.259595327,0.243720723,0.252009182,0.3803,0.414,0.4754
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds",0.27,170000,"B",FALSE,FALSE,"Baseline",94000,59579.0371,44115.4812,58104.6488,0.0547,0.0408,0.087,0.0502,0.046,0.157,0.056,0.272406029,0.216154379,0.286116932,51244.5,40430.5,50237,0,0,200222.1016,156039.891,187177.4888,1,1,0.27060617,0.301489249,0.2847697,0.259957653,0.238059296,0.262658805,0.4247,0.4608,0.7044
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds",0.27,170000,"B",TRUE,TRUE,"Baseline",94000,59591.41085,45280.3875,56059.7735,0.0566,0.0419,0.0908,0.0518,0.049,0.147,0.06,0.393492379,0.34841604,0.399867329,49830.75,42828.55,46945.95,0,0,200266.5403,156338.3745,185816.46,1,1,0.274086691,0.306750429,0.294682242,0.255607969,0.236536434,0.24803169,0.4226,0.4582,0.7028
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.27,180000,"B",FALSE,FALSE,"Baseline",94000,59400.4917,43533.839,57962.489,0.04865,0.0355,0.079,0.0446,0.037,0.145,0.05,0.275785724,0.223387104,0.290814435,51083.5,38586.5,50225,0,0,202258.084,158007.9395,189768.1932,1,1,0.273429292,0.303503575,0.288495996,0.256561333,0.229943002,0.258147282,0.4611,0.5006,0.7576
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",0.27,180000,"B",TRUE,TRUE,"Baseline",94000,59434.80786,44717.10424,55926.95088,0.05085,0.0372,0.0826,0.0464,0.044,0.134,0.055,0.395144828,0.348706369,0.398274899,49543.5,41717.25,46321.75,0,1,202426.0415,158152.6659,188374.7186,1,1,0.280138493,0.312386926,0.297612937,0.252463324,0.228440864,0.244645518,0.4594,0.4938,0.7582
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",0.27,190000,"B",FALSE,FALSE,"Baseline",94000,59223.045,42911.5814,57829.4614,0.044,0.0319,0.0722,0.04,0.034,0.13,0.047,0.278511342,0.251847316,0.294222275,50842,36851,49929.5,0,0,204705.7778,159950.5814,192348.2056,1,1,0.276438187,0.308728286,0.293563086,0.252710301,0.221561251,0.254390075,0.4962,0.5334,0.7864
"Baseline_HCR-B_Ftrgt-0.27_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds",0.27,190000,"B",TRUE,TRUE,"Baseline",94000,59254.78199,44091.68558,55813.30006,0.04505,0.0326,0.0728,0.0422,0.038,0.117,0.053,0.395089275,0.345560169,0.395947452,49186.9,39993.25,46304.85,0,1,204525.5021,160130.6386,190927.2146,1,1,0.284540118,0.311838921,0.299874829,0.248246452,0.221550992,0.240372215,0.4948,0.5284,0.7884
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds",0.28,160000,"B",FALSE,FALSE,"Baseline",94000,60364.8358,45571.9752,58862.9402,0.0667,0.0533,0.097,0.0632,0.062,0.172,0.068,0.278253262,0.208391182,0.297381188,51935,42200.5,50969.5,0,0,192902.829,153206.4089,180325.5875,0.999,1,0.276513419,0.294626821,0.297168751,0.271209409,0.252659875,0.274184441,0.4065,0.441,0.4864
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.28,160000,"B",TRUE,TRUE,"Baseline",94000,60378.66802,46743.55722,56820.05704,0.068,0.053,0.101,0.065,0.066,0.16,0.078,0.398809324,0.35051662,0.40815297,50550.55,44336.85,47800.75,0,0,192979.2099,153516.4615,179491.1123,0.999,1,0.278600772,0.30095523,0.300354183,0.266568542,0.251168909,0.259341085,0.4024,0.4354,0.4838
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds",0.28,170000,"B",FALSE,FALSE,"Baseline",94000,60211.01,45044.897,58776.5254,0.06115,0.0479,0.0922,0.0566,0.053,0.165,0.061,0.281592871,0.215880639,0.294639191,51655.5,41679.5,50964,0,0,194906.131,154455.0219,182835.6546,1,1,0.281080576,0.305066703,0.293446887,0.267706674,0.246340938,0.270071515,0.4454,0.4836,0.7102
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds",0.28,170000,"B",TRUE,TRUE,"Baseline",94000,60226.2684,46233.37744,56719.72924,0.0632,0.0482,0.0974,0.059,0.058,0.155,0.071,0.397498544,0.350902652,0.405626342,50340.9,43525.95,47420.7,0,1,195001.9435,154608.6601,181499.5515,1,1,0.283608561,0.311554871,0.302609306,0.262462615,0.244336255,0.254981844,0.4435,0.4774,0.7094
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.28,180000,"B",FALSE,FALSE,"Baseline",94000,60038.1528,44464.0812,58660.6716,0.05555,0.0427,0.0844,0.0524,0.046,0.153,0.057,0.285547853,0.220277908,0.298580895,51554,39801.5,50785,0,0,197000.9991,156326.236,185376.1089,1,1,0.283131523,0.307744402,0.298131532,0.263185036,0.237677876,0.264971854,0.4846,0.5188,0.7634
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",0.28,180000,"B",TRUE,TRUE,"Baseline",94000,60063.94242,45634.63542,56634.27612,0.05645,0.0437,0.0866,0.0518,0.055,0.138,0.061,0.397561364,0.346162731,0.402625994,49853.25,42792.5,46935.85,0,0,197228.5693,156477.7372,184214.463,1,1,0.289337664,0.315594609,0.303888151,0.258424354,0.235488474,0.25052667,0.4809,0.5142,0.7644
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",0.28,190000,"B",FALSE,FALSE,"Baseline",94000,59854.2026,43850.1502,58504.0812,0.04945,0.0369,0.0774,0.0466,0.041,0.141,0.05,0.287176511,0.233295886,0.302943259,51178,38013,50442,0,0,199414.8453,158415.2298,188303.4958,1,1,0.285813298,0.31372959,0.302501401,0.259288855,0.228717541,0.2613753,0.5183,0.5486,0.7942
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds",0.28,190000,"B",TRUE,TRUE,"Baseline",94000,59884.34279,45039.67084,56476.57516,0.0506,0.0382,0.0786,0.0474,0.045,0.128,0.055,0.398563704,0.346130237,0.403344429,49587.3,41203,46752.75,0,1,199436.2972,158598.5849,186731.8594,1,1,0.293056314,0.314761257,0.308459971,0.254091654,0.227899808,0.247150137,0.5168,0.5464,0.7948
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-200000_TACconstr-FALSE_BB-FALSE.rds",0.28,2e+05,"B",FALSE,FALSE,"Baseline",94000,59651.8492,43235.3116,58336.3368,0.04445,0.0336,0.0706,0.04,0.038,0.127,0.047,0.290523473,0.261032864,0.307031993,50771.5,36376,50037.5,0,0,202064.935,160256.2816,191056.7626,1,1,0.289070224,0.315036791,0.307571411,0.254212708,0.220497942,0.25717203,0.5511,0.579,0.8172
"Baseline_HCR-B_Ftrgt-0.28_Btrigger-200000_TACconstr-TRUE_BB-TRUE.rds",0.28,2e+05,"B",TRUE,TRUE,"Baseline",94000,59684.86999,44441.58154,56302.68232,0.04505,0.0336,0.0716,0.0414,0.041,0.114,0.053,0.398112797,0.34482729,0.399110401,49191.8,39532.9,46494.9,0,1,201848.0552,160320.3578,188935.2419,1,1,0.293556767,0.316908767,0.311486008,0.249542593,0.220554727,0.241873291,0.5506,0.575,0.817
"Baseline_HCR-B_Ftrgt-0.297_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds",0.297,170000,"B",TRUE,TRUE,"Baseline",94000,61186.5532996473,47799.83744,57676.9144268423,0.07495,0.0587,0.1064,0.076,0.071,0.168,0.09,0.408688475756555,0.352235960450602,0.413684572139005,50577.4,44875.7,48062.1,0,1,186847.388872138,151444.288745156,174895.972373001,0.999,1,0.301515725986212,0.3188504507169,0.317735233827878,0.27347964674472,0.256485795593513,0.265151761713522,0.4798,0.5064,0.7216
"Baseline_HCR-B_Ftrgt-0.29_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds",0.29,160000,"B",FALSE,FALSE,"Baseline",94000,60937.36567,46486.3132,59492.4418,0.07385,0.059,0.1068,0.0706,0.068,0.185,0.077,0.28506281,0.21163166,0.304644933,52421.5,43452.5,51703,0,1,187648.5176,151263.1823,176056.1096,0.999,1,0.284987781,0.301331611,0.304767482,0.278731845,0.260659081,0.282017218,0.428,0.4608,0.4932
"Baseline_HCR-B_Ftrgt-0.29_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds",0.29,170000,"B",FALSE,FALSE,"Baseline",94000,60794.52671,45956.878,59398.2918,0.06885,0.0549,0.101,0.0646,0.064,0.178,0.069,0.289968004,0.218622363,0.304186423,52224,42928.5,51375,0,1,189954.0607,152505.5396,178723.0203,0.999,1,0.28911488,0.308970487,0.304475206,0.27477274,0.253929666,0.276404669,0.4663,0.4988,0.716
"Baseline_HCR-B_Ftrgt-0.29_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.29,180000,"B",FALSE,FALSE,"Baseline",94000,60628.65291,45351.0242,59282.6872,0.06165,0.0504,0.0894,0.0564,0.058,0.163,0.058,0.292545319,0.221177756,0.3089464,51886,40977,51254.5,0,0,192136.4402,154942.2416,181656.3007,1,1,0.291036845,0.312943329,0.310751124,0.2701693,0.245013991,0.273149148,0.5037,0.5364,0.7672
"Baseline_HCR-B_Ftrgt-0.29_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",0.29,190000,"B",FALSE,FALSE,"Baseline",94000,60427.50677,44753.5872,59142.9988,0.0556,0.0437,0.082,0.053,0.048,0.148,0.055,0.295748712,0.2251663,0.310456622,51574,39180.5,50969,0,1,194672.3278,156910.6831,183986.2473,1,1,0.294734546,0.315975936,0.310216453,0.264932601,0.236049759,0.267722194,0.5386,0.5644,0.7988
"Baseline_HCR-B_Ftrgt-0.29_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds",0.29,190000,"B",TRUE,TRUE,"Baseline",94000,60457.78504,45963.7018,57070.45077,0.057,0.0443,0.0846,0.0548,0.056,0.135,0.067,0.402353556,0.345583725,0.408262734,49853.3,42325.75,47068.1,0,2,194820.9609,157081.8942,181859.0281,1,1,0.299738945,0.320340656,0.317488421,0.259642606,0.234209157,0.252985247,0.5385,0.5628,0.7996
"Baseline_HCR-B_Ftrgt-0.29_Btrigger-200000_TACconstr-FALSE_BB-FALSE.rds",0.29,2e+05,"B",FALSE,FALSE,"Baseline",94000,60232.68497,44137.2192,58961.7366,0.0502,0.0387,0.0754,0.048,0.042,0.136,0.05,0.299107408,0.242896509,0.313419521,51030.5,37489.5,50388,0,1,197258.8511,158910.6842,186710.3117,1,1,0.298103018,0.318949746,0.314071633,0.260010657,0.227424177,0.26367145,0.5691,0.5974,0.8206
"Baseline_HCR-B_Ftrgt-0.29_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds",0.29,210000,"B",FALSE,FALSE,"Baseline",94000,60019.97645,43520.2778,58774.9202,0.045,0.0351,0.0688,0.041,0.039,0.122,0.048,0.302945669,0.269871402,0.317819624,50342,35940.5,49560.5,0,0,199436.0637,160830.0407,189358.5604,1,1,0.302034248,0.319601411,0.317712591,0.255683277,0.218977029,0.258447814,0.5982,0.6236,0.8416
"Baseline_HCR-B_Ftrgt-0.29_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds",0.29,2e+05,"B",TRUE,TRUE,"Baseline",94000,60269.26299,45348.46826,56909.6478,0.05065,0.0391,0.0746,0.0498,0.05,0.122,0.057,0.40156753,0.347695855,0.404956657,49356.85,40685.8,46855.9,0,2,196860.0676,158877.1014,184996.1497,1,1,0.304090513,0.320621119,0.320197573,0.25468493,0.226818209,0.247855043,0.5697,0.5904,0.8228
"Baseline_HCR-B_Ftrgt-0.319_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",0.319,190000,"B",FALSE,FALSE,"Baseline",94000,61830.7447148408,47178.2192,60705.9196,0.0748,0.0633,0.0988,0.0738,0.074,0.175,0.078,0.325030777666099,0.229081880028227,0.336827406811347,51687.5,42429,51237,0,1,181386.525494741,152596.876482562,172708.237859237,0.999,1,0.32478851836336,0.323159498600609,0.338695061725982,0.281137742463854,0.255823707252652,0.285441161633357,0.5913,0.6104,0.8132
"Baseline_HCR-B_Ftrgt-0.31_Btrigger-200000_TACconstr-FALSE_BB-FALSE.rds",0.31,2e+05,"B",FALSE,FALSE,"Baseline",94000,61242.61909,45836.9942,60091.1254,0.0625,0.0521,0.0852,0.0606,0.057,0.152,0.064,0.317241336,0.230228709,0.334194048,51110,39691,50549.5,0,1,188264.3761,155962.9638,178457.2581,1,1,0.315768787,0.322685827,0.334284354,0.270803786,0.24051178,0.275315154,0.605,0.6256,0.8308
"Baseline_HCR-B_Ftrgt-0.31_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds",0.31,210000,"B",FALSE,FALSE,"Baseline",94000,61044.54502,45226.2924,59883.1076,0.056,0.0455,0.0786,0.0544,0.052,0.142,0.055,0.3197734,0.236160441,0.334090851,50308.5,38071,49706.5,0,1,190645.1061,157811.6596,181441.3222,1,1,0.319359742,0.325226379,0.334667113,0.265695285,0.232705657,0.27009698,0.6308,0.6488,0.8506
"Baseline_HCR-B_Ftrgt-0.32_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds",0.32,210000,"B",FALSE,FALSE,"Baseline",94000,61480.65457,46029.8404,60401.5944,0.06245,0.0528,0.083,0.0612,0.059,0.149,0.065,0.329894515,0.232580261,0.342988213,50126.5,39122.5,49792,0,1,186353.4748,156461.4003,177750.733,1,1,0.328355098,0.32472178,0.344308767,0.270171994,0.238513111,0.275741136,0.6446,0.6594,0.8544
"Baseline_HCR-B_Ftrgt-0.3_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds",0.3,160000,"B",FALSE,FALSE,"Baseline",94000,61439.37019,47367.3394,60071.8322,0.0825,0.0677,0.1138,0.0808,0.076,0.198,0.087,0.292684538,0.21636166,0.310708022,52954,44651.5,52282.5,0,1,182632.9947,149896.3105,172274.3887,0.999,1,0.29172178,0.305151423,0.310358479,0.28608055,0.269100967,0.288977117,0.4476,0.4786,0.5
"Baseline_HCR-B_Ftrgt-0.3_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.3,160000,"B",TRUE,TRUE,"Baseline",94000,61477.91038,48567.6619,57956.75178,0.08285,0.0669,0.1124,0.0852,0.078,0.18,0.103,0.413515165,0.350603051,0.415627708,51105.25,45644.8,48436.3,0,2,182834.6757,150149.3887,171335.3602,1,1,0.30002697,0.31099005,0.321098391,0.279762637,0.266605351,0.271560538,0.4464,0.4748,0.499
"Baseline_HCR-B_Ftrgt-0.3_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds",0.3,170000,"B",FALSE,FALSE,"Baseline",94000,61303.49556,46834.6008,59973.2722,0.07565,0.061,0.1074,0.0732,0.07,0.19,0.077,0.297460638,0.222242047,0.317090638,52557.5,44114.5,51851,0,1,184970.1396,150896.488,174292.014,0.999,1,0.297202908,0.315480541,0.31779673,0.281654052,0.262096476,0.284246887,0.4893,0.5192,0.7214
"Baseline_HCR-B_Ftrgt-0.3_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.3,180000,"B",FALSE,FALSE,"Baseline",94000,61146.59903,46222.9994,59870.844,0.06845,0.0558,0.0968,0.0654,0.066,0.172,0.068,0.303243175,0.223056256,0.31639203,52265,42171,51500.5,0,1,187614.3635,153367.343,176952.6181,0.999,1,0.303044975,0.316763922,0.316988722,0.276928927,0.252000452,0.27933472,0.524,0.553,0.7732
"Baseline_HCR-B_Ftrgt-0.3_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",0.3,180000,"B",TRUE,TRUE,"Baseline",94000,61175.58358,47454.8511,57744.47239,0.06985,0.0556,0.0998,0.0684,0.067,0.157,0.078,0.40883155,0.348370066,0.41155313,50501.85,44130.8,47713.9,0,2,187891.5951,153394.505,175920.7064,1,1,0.307576971,0.323063741,0.324573017,0.270284381,0.250160954,0.262498883,0.5221,0.5454,0.7766
"Baseline_HCR-B_Ftrgt-0.3_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds",0.3,190000,"B",FALSE,FALSE,"Baseline",94000,60966.46639,45614.1964,59717.7316,0.06255,0.052,0.0876,0.0586,0.06,0.157,0.061,0.305563257,0.226285823,0.320013376,51791.5,40323,51164.5,0,0,190062.2991,155458.265,179934.7403,1,1,0.304813508,0.317293463,0.320551021,0.270769353,0.243329878,0.274989254,0.5555,0.584,0.8038
"Baseline_HCR-B_Ftrgt-0.3_Btrigger-200000_TACconstr-FALSE_BB-FALSE.rds",0.3,2e+05,"B",FALSE,FALSE,"Baseline",94000,60768.04479,45013.3828,59529.3336,0.0557,0.0449,0.0804,0.0526,0.05,0.146,0.054,0.309533933,0.229845391,0.324132462,51088,38597,50649.5,0,1,192731.1703,157265.1421,182601.8547,1,1,0.308674545,0.321839848,0.324920547,0.265888325,0.234271543,0.269626132,0.5879,0.612,0.8256
"Baseline_HCR-B_Ftrgt-0.3_Btrigger-200000_TACconstr-TRUE_BB-TRUE.rds",0.3,2e+05,"B",TRUE,TRUE,"Baseline",94000,60807.54767,46230.1847,57468.21197,0.05775,0.0458,0.083,0.0564,0.059,0.135,0.065,0.407464883,0.346083147,0.410513381,49667.5,41826.8,47021.55,0,0,192586.5851,157713.9219,180961.9305,1,1,0.31486392,0.326496633,0.330972734,0.26056363,0.232543001,0.25412816,0.5869,0.6042,0.828
"Baseline_HCR-B_Ftrgt-0.3_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds",0.3,210000,"B",FALSE,FALSE,"Baseline",94000,60553.46682,44385.9836,59352.1218,0.0504,0.04,0.0732,0.0484,0.045,0.13,0.05,0.311952679,0.251656791,0.325289715,50351,37012,49747,0,1,195005.1641,159321.359,185065.2607,1,1,0.311661174,0.322541271,0.325632942,0.260758916,0.225563731,0.264199198,0.6153,0.6374,0.8462
"Baseline_HCR-C_Ftrgt-0.167_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.167,160000,"C",TRUE,TRUE,"Baseline",94000,48868.74566,34776.09874,44811.3315,0.024,0.0067,0.066,0.0166,0.011,0.114,0.028,0.373280583815437,0.41321914607985,0.361972850651513,41527.75,31131.1,38319.55,0,0,279911.307216946,167375.637246008,239878.43660463,1,1,0.203518554105671,0.355576639548759,0.223981208287365,0.172235449472474,0.161963612701469,0.167991284435346,0.1354,0.2082,0.4152
"Baseline_HCR-C_Ftrgt-0.167_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.167,180000,"C",FALSE,FALSE,"Baseline",94000,48743.2785,31722.5197193621,46632.2234,0.0147,0.0051,0.0366,0.012,0.008,0.056,0.021,0.207688083520493,0.369909775944694,0.225214260961593,42431.5,25205,40329.5,0,0,283534.558099469,176688.614447538,247879.567793196,1,1,0.206980415641738,0.271556960366184,0.223508709409588,0.172292237300952,0.148248828939951,0.17314165680063,0.1954,0.2762,0.672734546909382
"Baseline_HCR-C_Ftrgt-0.194_Btrigger-132000_TACconstr-FALSE_BB-FALSE.rds",0.194,132000,"C",FALSE,FALSE,"Baseline",94000,52713.4768,37228.985,50637.0378,0.0286,0.0156,0.056,0.0272,0.019,0.09,0.041,0.2069654,0.299918446,0.221437158,45295.5,30699,43300,0,0,252152.2062,167527.143,222095.2491,1,1,0.206593643,0.224742871,0.220944653,0.202843093,0.188661065,0.205335661,0.105,0.1516,0.2242
"Baseline_HCR-C_Ftrgt-0.194_Btrigger-132000_TACconstr-TRUE_BB-TRUE.rds",0.194,132000,"C",TRUE,TRUE,"Baseline",94000,52734.34925,38994.77224,48672.09622,0.0347,0.016,0.0772,0.0296,0.022,0.124,0.047,0.371530085,0.372652371,0.359477693,44431.9,35935.65,41280.9,0,0,251239.695,162264.8285,218571.5356,1,1,0.207593344,0.282443559,0.223270858,0.200820896,0.195417715,0.196249364,0.1041,0.152,0.2642
"Baseline_HCR-C_Ftrgt-0.194_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.194,160000,"C",TRUE,TRUE,"Baseline",94000,52606.91338,38033.55168,48603.3541,0.0298,0.0127,0.0718,0.022,0.017,0.114,0.036,0.372120367310567,0.383042865603874,0.362369835491333,44619.95,34808.65,41456.3,0,0,253573.551244517,164320.544165526,221409.549442849,1,1,0.214026916898507,0.31571968504076,0.236490214017628,0.197588921408155,0.185775588781754,0.192099685216162,0.1961,0.2626,0.432
"Baseline_HCR-C_Ftrgt-0.194_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.194,180000,"C",FALSE,FALSE,"Baseline",94000,52401.4159,35296.5496,50447.9422,0.0203,0.0097,0.046,0.0158,0.012,0.069,0.025,0.221608078070265,0.373699237899114,0.239824377786,45573,28849,43719.5,0,0,257029.628942431,171339.832696753,229723.968798409,1,1,0.220115939700606,0.272645630520044,0.238725591287411,0.196134174340572,0.170373436616658,0.197336820616614,0.2732,0.3382,0.699
"Baseline_HCR-C_Ftrgt-0.234_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.234,160000,"C",TRUE,TRUE,"Baseline",94000,56903.02394,42460.09396,53064.08068,0.04415,0.0274,0.083,0.0388,0.031,0.134,0.054,0.374511074242871,0.348739296847795,0.36655151892993,47920.95,40094,44880.15,0,0,220928.21478255,159192.520968752,200368.665500234,1,1,0.237388165453378,0.283276839607884,0.256530846281966,0.231872808312399,0.216947063692052,0.223969869928808,0.2981,0.3454,0.4558
"Baseline_HCR-C_Ftrgt-0.252_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds",0.252,180000,"C",FALSE,FALSE,"Baseline",94000,58095.3896,41963.1818,56485.5464,0.0419,0.0286,0.0712,0.0392,0.032,0.127,0.05,0.255697244329415,0.25774296614585,0.269705348526539,49987,36372,48841,0,0,213106.385329677,160675.025601848,197966.410293309,1,1,0.254826212705251,0.288121609112275,0.269120969290723,0.242773413678759,0.216494807695849,0.243400656335084,0.4226,0.4686,0.7476
"Baseline_HCR-C_Ftrgt-0.25_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds",0.25,150000,"C",TRUE,TRUE,"Baseline",94000,58403.29415,44593.71228,54575.16978,0.05685,0.0418,0.0892,0.0546,0.048,0.14,0.073,0.375718892,0.331353088,0.368482992,48934.6,42676.15,45870.65,0,0,208010.3722,156856.0127,190147.995,0.999,1,0.243617731,0.267074131,0.262337849,0.246693506,0.234358249,0.239367595,0.2975,0.3358,0.4114
"Baseline_HCR-C_Ftrgt-0.25_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.25,160000,"C",TRUE,TRUE,"Baseline",94000,58286.9704,44112.1041,54507.5705,0.05255,0.0375,0.0856,0.0496,0.043,0.134,0.067,0.37633456,0.333811387,0.370027397,48880.3,42052.55,45782.3,0,0,210157.0402,157563.7026,192327.0009,0.999,1,0.247100686,0.281626752,0.266362064,0.244296029,0.228929595,0.235488555,0.3419,0.3808,0.463
"Baseline_HCR-C_Ftrgt-0.26_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds",0.26,160000,"C",TRUE,TRUE,"Baseline",94000,59032.9268,45140.87962,55301.85768,0.0585,0.044,0.0904,0.0556,0.05,0.143,0.07,0.378000233,0.329327206,0.373974509,49397.55,42961.1,46427.25,0,1,203533.6672,156057.2512,187096.133,0.999,1,0.253234742,0.278344782,0.274310932,0.251370817,0.236444936,0.243237018,0.3667,0.4028,0.4716
"Baseline_HCR-C_Ftrgt-0.26_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds",0.26,170000,"C",TRUE,TRUE,"Baseline",94000,58886.18244,44609.89104,55198.87818,0.0537,0.0392,0.0866,0.0498,0.045,0.135,0.063,0.380883809,0.336023771,0.378556707,49253,42147.7,46420.95,0,1,205736.4136,157173.3216,189534.4396,1,1,0.257941723,0.291872795,0.276907093,0.247948427,0.229864103,0.239668232,0.4041,0.445,0.6962
"Baseline_HCR-C_Ftrgt-0.26_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds",0.26,180000,"C",TRUE,TRUE,"Baseline",94000,58731.57722,44021.23566,55100.18038,0.04815,0.0338,0.0812,0.0438,0.039,0.133,0.057,0.381600061,0.340677176,0.382645618,48967.35,40589.55,45896.6,0,0,207985.9459,158774.3517,192263.5954,1,1,0.264246297,0.299552382,0.28383765,0.244601119,0.222928694,0.236527323,0.4396,0.482,0.7578
"Baseline_HCR-C_Ftrgt-0.26_Btrigger-200000_TACconstr-TRUE_BB-TRUE.rds",0.26,2e+05,"C",TRUE,TRUE,"Baseline",94000,58368.92735,42658.70204,54875.93552,0.038,0.0265,0.0644,0.0346,0.031,0.098,0.05,0.384944216,0.338315639,0.385518555,48329.5,37117.85,45320.6,0,0,212511.7129,163706.1076,197524.3178,1,1,0.271579902,0.307964163,0.291779711,0.237312917,0.207142817,0.229279014,0.5086,0.5442,0.8102
